Date,High,Low,Open,Close,Volume,Adj Close
2005-01-03,534.6599731445312,534.6599731445312,534.6599731445312,534.6599731445312,0.0,239.15757751464844
2005-01-04,537.4299926757812,511.88299560546875,537.4299926757812,514.0369873046875,2861902.0,229.93276977539062
2005-01-05,515.2680053710938,506.9580078125,509.7279968261719,508.8039855957031,1326198.0,227.5919952392578
2005-01-06,508.8039855957031,501.1090087890625,506.6499938964844,501.7250061035156,1507381.0,224.42556762695312
2005-01-07,509.11199951171875,499.87799072265625,502.0329895019531,507.2650146484375,1559398.0,226.9036407470703
2005-01-10,514.0369873046875,503.2640075683594,504.8030090332031,504.8030090332031,875512.0,225.80239868164062
2005-01-11,513.4219970703125,504.4949951171875,507.8810119628906,510.0360107421875,2185874.0,228.1431121826172
2005-01-12,517.7310180664062,510.3429870605469,510.3429870605469,517.7310180664062,1444850.0,231.58523559570312
2005-01-13,528.3870239257812,517.7310180664062,517.7310180664062,525.1179809570312,2561107.0,234.8893585205078
2005-01-14,534.0449829101562,518.9619750976562,518.9619750976562,530.0430297851562,2163704.0,237.09246826171875
2005-01-17,538.6619873046875,522.656005859375,534.6599731445312,529.7349853515625,1042057.0,236.95458984375
2005-01-18,534.968017578125,526.9650268554688,533.4290161132812,533.7369995117188,1889886.0,238.74478149414062
2005-01-19,539.2769775390625,530.6589965820312,539.2769775390625,533.1209716796875,1882560.0,238.4692840576172
2005-01-20,539.5850219726562,527.8880004882812,534.968017578125,538.35400390625,1789355.0,240.8099822998047
2005-01-21,538.6619873046875,534.3519897460938,535.8909912109375,537.1229858398438,1435269.0,240.2593231201172
2005-01-24,539.1229858398438,530.9669799804688,538.969970703125,536.8150024414062,1061030.0,240.12155151367188
2005-01-25,541.739990234375,531.8900146484375,531.8900146484375,539.2769775390625,2268224.0,241.2228240966797
2005-01-26,546.6649780273438,539.5850219726562,540.8159790039062,543.5869750976562,1287613.0,243.15069580078125
2005-01-27,544.8179931640625,534.968017578125,542.35498046875,541.4320068359375,1350801.0,242.18678283691406
2005-01-28,545.1259765625,534.3519897460938,545.1259765625,535.583984375,935448.0,239.57093811035156
2005-01-31,540.1640014648438,521.7319946289062,537.7379760742188,521.7319946289062,1554206.0,233.37481689453125
2005-02-01,532.5059814453125,510.9590148925781,521.7319946289062,532.197998046875,1678735.0,238.05633544921875
2005-02-02,534.0449829101562,527.5809936523438,534.0449829101562,531.5819702148438,1712347.0,237.7808380126953
2005-02-03,536.8150024414062,529.427001953125,533.4290161132812,530.3510131835938,1420754.0,237.23016357421875
2005-02-04,535.8909912109375,512.8060302734375,530.3510131835938,530.6589965820312,871960.0,237.36793518066406
2005-02-07,552.8209838867188,534.3519897460938,541.1240234375,542.9710083007812,1926868.0,242.87515258789062
2005-02-08,553.7440185546875,542.9710083007812,542.9710083007812,550.3579711914062,980398.0,246.17945861816406
2005-02-09,552.3839721679688,542.0479736328125,552.2050170898438,551.5900268554688,1142836.0,246.73056030273438
2005-02-10,555.8989868164062,547.89599609375,550.9739990234375,550.9739990234375,1789774.0,246.45504760742188
2005-02-11,555.5910034179688,547.280029296875,550.9739990234375,554.6680297851562,753062.0,248.1074676513672
2005-02-14,571.2890014648438,554.3599853515625,556.5139770507812,558.0540161132812,1394585.0,249.62197875976562
2005-02-15,558.3610229492188,551.5900268554688,556.2069702148438,554.9749755859375,684597.0,248.24465942382812
2005-02-16,556.5139770507812,543.8939819335938,556.5139770507812,549.1270141601562,2664655.0,245.62879943847656
