Date,High,Low,Open,Close,Volume,Adj Close
2020-02-03,1052.47998046875,984.0,1002.0,1002.0,76219.0,992.7816162109375
2020-02-04,1034.0,1000.0,1012.0,1016.0,30001.0,1006.65283203125
2020-02-05,1043.8199462890625,975.0,1016.0,1000.0,73933.0,990.800048828125
2020-02-06,1020.0,970.0,988.0,993.0,123909.0,993.0
2020-02-07,998.9000244140625,968.0,994.0,975.0,49043.0,975.0
2020-02-10,1000.0,969.0,1000.0,971.0,48183.0,971.0
2020-02-11,971.0,954.0,970.0,954.0,49228.0,954.0
2020-02-12,998.9000244140625,931.239990234375,978.0,953.0,35460.0,953.0
2020-02-13,955.0,934.1799926757812,955.0,938.0,163025.0,938.0
2020-02-14,966.0,934.0,942.0,953.0,77795.0,953.0
2020-02-17,965.7999877929688,946.0,955.0,950.0,326814.0,950.0
2020-02-18,960.0,933.0,933.0,951.0,53676.0,951.0
2020-02-19,980.0,931.0,980.0,953.0,48785.0,953.0
2020-02-20,975.5999755859375,936.2000122070312,975.0,956.0,62856.0,956.0
2020-02-21,965.0,926.0,953.0,944.0,44559.0,944.0
2020-02-24,934.0,880.25,905.0,905.0,164012.0,905.0
2020-02-25,917.4299926757812,882.2000122070312,886.0,900.0,137116.0,900.0
2020-02-26,918.0,875.2849731445312,882.0,905.0,333630.0,905.0
2020-02-27,930.0,852.9089965820312,930.0,867.0,126259.0,867.0
2020-02-28,900.0,816.0,900.0,830.0,195503.0,830.0
2020-03-02,864.2470092773438,800.0,803.0,835.0,82910.0,835.0
2020-03-03,872.0,841.0,851.0,841.0,79972.0,841.0
2020-03-04,885.7999877929688,835.0,846.0,843.0,148354.0,843.0
2020-03-05,878.5999755859375,829.0,866.0,843.0,76331.0,843.0
2020-03-06,861.0,807.0,827.0,823.0,106297.0,823.0
2020-03-09,848.0,777.0,848.0,789.0,96338.0,789.0
2020-03-10,822.0,768.0,822.0,771.0,184989.0,771.0
2020-03-11,789.5999755859375,733.8480224609375,786.0,757.0,216057.0,757.0
2020-03-12,754.0,676.0,750.0,683.0,152491.0,683.0
2020-03-13,715.6820068359375,644.0,671.0,647.0,255235.0,647.0
2020-03-16,640.6630249023438,518.0,617.0,584.0,1613366.0,584.0
2020-03-17,625.0,527.0,611.0,540.0,432793.0,540.0
2020-03-18,550.0,443.5,540.0,446.5,150424.0,446.5
2020-03-19,510.9590148925781,389.0,445.0,446.5,742125.0,446.5
2020-03-20,513.0,422.0,466.0,500.0,949352.0,500.0
2020-03-23,507.0,436.5,507.0,456.5,989601.0,456.5
2020-03-24,515.0,461.0,478.0,501.0,1014741.0,501.0
2020-03-25,602.6630249023438,511.7309875488281,524.0,528.0,206728.0,528.0
2020-03-26,578.7000122070312,505.5530090332031,551.0,525.0,147206.0,525.0
2020-03-27,569.2849731445312,504.0,504.0,514.0,274965.0,514.0
2020-03-30,569.2849731445312,472.67401123046875,497.0,500.0,315126.0,500.0
2020-03-31,569.2849731445312,472.67401123046875,523.0,536.0,233192.0,536.0
2020-04-01,554.0,511.0,554.0,540.0,191256.0,540.0
2020-04-02,565.0,519.0,565.0,524.0,113173.0,524.0
2020-04-03,540.0,502.0,540.0,518.0,75377.0,518.0
2020-04-06,556.7899780273438,507.0,523.0,534.0,67044.0,534.0
2020-04-07,585.25,543.0,558.0,561.0,203823.0,561.0
2020-04-08,578.614013671875,555.780029296875,577.0,568.0,127436.0,568.0
2020-04-09,586.5900268554688,564.0,572.0,580.0,144198.0,580.0
2020-04-14,629.7059936523438,584.0,586.0,586.0,247940.0,586.0
2020-04-15,584.0,539.0,584.0,553.0,68610.0,553.0
2020-04-16,567.0,516.0,532.0,546.0,97142.0,546.0
2020-04-17,566.8369750976562,546.0,560.0,554.0,288188.0,554.0
2020-04-20,589.5850219726562,543.1849975585938,554.0,556.0,88501.0,556.0
2020-04-21,574.6539916992188,518.6749877929688,546.0,522.0,95779.0,522.0
2020-04-22,557.0,522.0,522.0,552.0,88131.0,552.0
2020-04-23,577.1680297851562,550.2780151367188,567.0,552.0,172555.0,552.0
2020-04-24,573.72900390625,536.0,540.0,552.0,87264.0,552.0
2020-04-27,605.0,563.0,563.0,587.0,101899.0,587.0
2020-04-28,638.0,586.0,605.0,634.0,114449.0,634.0
2020-04-29,697.0,629.1749877929688,638.0,697.0,234732.0,697.0
2020-04-30,704.7269897460938,643.780029296875,681.0,661.0,178400.0,661.0
2020-05-01,687.3619995117188,641.22802734375,660.0,685.0,120418.0,685.0
2020-05-04,689.0,653.3740234375,689.0,678.0,183807.0,678.0
2020-05-05,698.7750244140625,676.0,691.0,690.0,58123.0,690.0
2020-05-06,701.4879760742188,676.0,676.0,691.0,218890.0,691.0
2020-05-07,704.0,690.0,693.0,703.0,76752.0,703.0
2020-05-11,749.2999877929688,701.0,704.0,744.0,779762.0,744.0
2020-05-12,787.85498046875,733.718017578125,750.0,774.0,145746.0,774.0
2020-05-13,769.0,673.0,755.0,673.0,237636.0,673.0
2020-05-14,687.0800170898438,629.0,665.0,637.0,160270.0,637.0
2020-05-15,690.9299926757812,624.0,670.0,634.0,88031.0,634.0
2020-05-18,695.0,648.6300048828125,656.0,683.0,88648.0,683.0
2020-05-19,709.5999755859375,664.0,683.0,671.0,59827.0,671.0
2020-05-20,694.0,664.0,673.0,674.0,80045.0,674.0
2020-05-21,673.2890014648438,619.5900268554688,643.0,660.0,66423.0,660.0
2020-05-22,684.0,632.0,657.0,654.0,59732.0,654.0
2020-05-26,735.0,671.8280029296875,675.0,714.0,97046.0,714.0
2020-05-27,730.0,702.0,730.0,722.0,94860.0,722.0
2020-05-28,790.0,720.0,735.0,728.0,223239.0,728.0
2020-05-29,781.0,726.0,726.0,744.0,165955.0,744.0
2020-06-01,784.0189819335938,741.0800170898438,767.0,755.0,167291.0,755.0
2020-06-02,788.0,726.0,788.0,734.0,106975.0,734.0
2020-06-03,778.0,742.0,767.0,767.0,382654.0,767.0
2020-06-04,780.0,747.4390258789062,765.0,762.0,380601.0,762.0
2020-06-05,788.9600219726562,754.0,773.0,759.0,206735.0,759.0
2020-06-08,774.0,734.0,734.0,761.0,198255.0,761.0
2020-06-09,766.0,720.5330200195312,763.7999877929688,739.0,90075.0,739.0
